City,Latitude,Longitute,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
Kaputa,-8.4689,29.6619,297.34,30,37,1.69,ZM,1627309590
Zabul Province,32.25,67.25,308.11,9,100,7.67,AF,1627309591
Mbini,1.574,9.6134,301.06,70,82,4.66,GQ,1627309591
Simao,22.7886,100.9748,291.57,98,28,1.11,CN,1627309592
Beloha,-25.1667,45.05,291.43,63,39,6.62,MG,1627309593
Doha,25.2867,51.5333,316.32,53,0,4.63,QA,1627309525
Takoradze,4.8845,-1.7554,299.12,71,70,4.81,GH,1627309594
Roura,4.7263,-52.3274,304.1,66,75,1.54,GF,1627309595
Colonia Carlos Antonio López,-26.4,-54.7667,299.11,37,92,3.48,PY,1627309595
Asău,46.4333,26.4,303.57,37,10,2.31,RO,1627309596
Praia da Vitória,38.7333,-27.0667,298.01,83,75,4.19,PT,1627309596
Wukari,7.85,9.7833,301.13,64,100,5.0,NG,1627309597
Labuhan,-6.8844,112.2051,298.8,73,2,4.6,ID,1627309398
Balfron,56.0681,-4.3356,299.04,54,65,3.68,GB,1627309599
Roald,62.5833,6.1333,303.8,77,0,4.12,NO,1627309600
Te Anau,-45.4167,167.7167,279.06,94,100,0.95,NZ,1627309601
Aurillac,44.9167,2.45,294.29,59,6,2.44,FR,1627309347
Rājmahal,25.05,87.8333,305.06,67,100,0.96,IN,1627309602
Yinchuan,38.4681,106.2731,298.32,41,12,0.99,CN,1627309604
Kununurra,-15.7667,128.7333,294.14,68,94,0.0,AU,1627309408
Bumba,2.1833,22.4667,301.98,55,100,1.01,CD,1627309605
Gunjur,13.2019,-16.7339,305.19,66,75,3.6,GM,1627309608
Pirapozinho,-22.2753,-51.5,299.86,28,0,6.17,BR,1627309431
Misawa,40.6836,141.3597,295.71,85,100,3.85,JP,1627309609
Fairhope,30.523,-87.9033,304.17,78,1,1.34,US,1627309609
Beni,0.5,29.4667,297.39,49,90,1.54,CD,1627309611
Sibolga,1.7427,98.7792,299.25,85,83,1.28,ID,1627309612
Lyngseidet,69.5763,20.2189,288.2,84,100,1.77,NO,1627309613
Presque Isle,46.6811,-68.0159,293.72,90,75,1.54,US,1627309613
Dongling,41.8144,123.5758,299.2,72,93,2.7,CN,1627309615
Grootfontein,-19.5667,18.1167,293.91,24,0,2.57,NA,1627309616
Carutapera,-1.195,-46.02,301.62,74,83,2.48,BR,1627309616
Saint George,37.1041,-113.5841,300.12,72,1,0.89,US,1627309456
Xichang,27.8964,102.2634,292.82,87,83,1.65,CN,1627309617
Tura,25.5198,90.2201,298.39,94,100,1.32,IN,1627309618
Meulaboh,4.1363,96.1285,299.97,80,74,2.07,ID,1627309619
Ciudad del Maíz,22.4,-99.6,293.76,76,0,0.84,MX,1627309620
Ambon City,-3.6954,128.1814,297.23,88,40,0.51,ID,1627309412
Bontang,0.1333,117.5,299.76,82,16,3.84,ID,1627309622
Lebu,-37.6167,-73.65,280.88,73,19,5.02,CL,1627309622
Sabzawār,36.2126,57.6819,311.75,17,20,11.83,IR,1627309623
Sisimiut,66.9395,-53.6735,285.41,65,100,3.7,GL,1627309624
Bandar-e Anzali,37.4727,49.4622,304.21,56,0,2.44,IR,1627309624
Ossora,59.2353,163.0719,287.51,96,100,3.62,RU,1627309626
Inírida,3.8653,-67.9239,295.93,98,100,0.96,CO,1627309528
Padang,-0.9492,100.3543,299.18,89,98,0.94,ID,1627309627
Puntarenas,9.9763,-84.8384,302.11,76,100,1.36,CR,1627309627
Eten,-6.9081,-79.8642,293.29,81,75,5.14,PE,1627309629
Oshawa,43.9001,-78.8496,301.62,55,1,1.34,CA,1627309584
Toora-Khem,52.4675,96.11,289.17,98,99,1.59,RU,1627309631
Linjiang,41.8069,126.9078,296.76,80,100,0.1,CN,1627309631
Laas,46.6166,10.7002,293.72,73,49,3.09,IT,1627309632
Nioro,13.35,-15.75,306.17,49,72,2.96,GM,1627309633
Agüimes,27.9054,-15.4461,298.5,61,20,14.4,ES,1627309633
Palu,-0.8917,119.8707,297.86,95,28,1.1,ID,1627309339
Severo-Kuril'sk,50.6789,156.125,287.32,91,94,2.79,RU,1627309635
Abalak,58.1286,68.5944,287.44,65,100,2.82,RU,1627309635
Ammon,43.4696,-111.9666,291.12,66,1,2.06,US,1627309395
Atar,20.5169,-13.0499,318.87,5,69,4.69,MR,1627309636
Chicama,-7.8447,-79.1469,291.45,76,15,2.7,PE,1627309637
Ovsyanka,55.9575,92.5519,294.69,88,62,1.42,RU,1627309638
Adrar,20.5022,-10.0711,317.02,4,2,1.14,MR,1627309639
Faya,18.3851,42.4509,294.21,56,99,2.43,SA,1627309639
Lábrea,-7.2586,-64.7981,305.51,37,59,0.46,BR,1627309640
Sukumo,32.9333,132.7333,296.69,93,4,0.84,JP,1627309640
Sitka,57.0531,-135.33,283.09,87,20,1.54,US,1627309405
Rolante,-29.6506,-50.5758,300.74,57,96,0.58,BR,1627309641
Meadville,41.6414,-80.1515,299.82,68,1,0.45,US,1627309382
Kiunga,-6.1219,141.2906,295.03,99,100,1.19,PG,1627309642
Augusto Corrêa,-1.0217,-46.635,301.99,70,64,2.16,BR,1627309643
Xiongzhou,25.1167,114.3,302.28,69,89,0.27,CN,1627309643
Bhuj,23.2667,69.6667,301.08,80,100,7.7,IN,1627309644
Kaspiysk,42.8816,47.6392,302.25,62,0,4.02,RU,1627309644
Kavaratti,10.5669,72.642,300.76,80,100,7.9,IN,1627309393
Victor Harbor,-35.5667,138.6167,285.32,72,0,4.67,AU,1627309644
Guamúchil,25.4667,-108.1,302.45,69,100,0.66,MX,1627309645
Ilek,51.5271,53.3831,298.69,24,18,5.98,RU,1627309645
Henties Bay,-22.116,14.2845,300.76,30,0,2.07,NA,1627309645
La Palma,33.8464,-118.0467,296.88,89,75,0.89,US,1627309645
Kutum,14.2,24.6667,302.13,44,98,4.44,SD,1627309646
Srednekolymsk,67.45,153.6833,278.75,70,11,3.78,RU,1627309647
Richards Bay,-28.783,32.0377,294.74,46,2,6.2,ZA,1627309647
Polson,47.6936,-114.1632,292.19,70,7,1.06,US,1627309648
Vardø,70.3705,31.1107,282.47,82,94,8.01,NO,1627309388
‘Ewa Beach,21.3156,-158.0072,299.12,70,1,5.36,US,1627309648
Āron,24.3833,77.4167,298.79,86,100,8.34,IN,1627309648
Kamenka,51.3223,42.7678,300.33,28,26,1.41,RU,1627309649
Olinda,-8.0089,-34.8553,299.0,69,40,5.66,BR,1627309650
Fully,46.1385,7.1147,299.66,79,40,8.23,CH,1627309651
Severnyy,50.677,36.5532,302.17,28,0,4.0,RU,1627309353
Kuandian,40.7286,124.7847,294.92,87,15,0.38,CN,1627309652
La Macarena,2.1837,-73.7849,298.0,81,87,1.3,CO,1627309653
Comodoro Rivadavia,-45.8667,-67.5,279.07,49,0,4.12,AR,1627309507
Ankazoabo,-22.2833,44.5167,295.22,36,77,1.97,MG,1627309654
Alta Floresta,-9.8756,-56.0861,305.05,35,0,4.63,BR,1627309655
Tubualá,9.5167,-79.0333,300.56,81,100,2.2,PA,1627309656
Puerto del Rosario,28.5004,-13.8627,298.97,73,20,8.23,ES,1627309656
Monte Alegre de Sergipe,-10.0272,-37.5622,299.08,64,32,5.35,BR,1627309658
Abhā,18.2164,42.5053,294.05,78,40,2.06,SA,1627309496
Yangi Marg`ilon,40.4272,71.7189,311.55,16,0,1.03,UZ,1627309661
Brae,60.3964,-1.353,288.1,96,100,6.39,GB,1627309662
Karratha,-20.7377,116.8463,295.34,67,99,3.35,AU,1627309663
Paamiut,61.994,-49.6678,280.57,88,70,5.06,GL,1627309665
Machalí,-34.1833,-70.6667,280.75,87,75,1.54,CL,1627309665
Tucupita,9.0622,-62.051,302.0,69,82,1.6,VE,1627309666
Taboga,46.2663,13.1092,303.01,62,55,2.71,IT,1627309666
Porbandar,21.6422,69.6093,301.22,84,100,7.56,IN,1627309668
Posse,-14.0931,-46.3694,298.67,32,81,3.89,BR,1627309485
Conceição da Barra,-18.5933,-39.7322,299.1,56,39,3.11,BR,1627309669
Champerico,14.3,-91.9167,303.35,80,13,1.85,GT,1627309670
Vuktyl,63.8567,57.3094,287.15,47,98,0.92,RU,1627309670
Noumea,-22.2763,166.4572,294.26,99,71,3.08,NC,1627309671
Eureka,40.8021,-124.1637,285.48,92,100,1.55,US,1627309671
Yangambi,0.8102,24.4336,306.05,35,69,1.48,CD,1627309671
Beatrice,40.2681,-96.747,299.82,63,0,4.61,US,1627309672
Waitati,-45.75,170.5667,282.48,75,100,3.52,NZ,1627309672
Kudat,6.8837,116.8477,300.11,83,20,2.06,MY,1627309673
Maniitsoq,65.4167,-52.9,283.04,69,100,6.34,GL,1627309452
Guerrero Negro,27.9769,-114.0611,292.99,83,2,4.35,MX,1627309674
Iskateley,67.6803,53.1512,280.53,88,100,5.04,RU,1627309675
Bolitoc,15.7395,119.8769,300.11,90,100,5.26,PH,1627309675
Semey,50.4111,80.2275,300.27,44,40,8.0,KZ,1627309675
Berezniki,59.4152,56.8124,290.28,63,64,3.06,RU,1627309677
Tarata,-17.6167,-66.0167,290.83,40,0,1.81,BO,1627309677
Marawi,7.9986,124.2928,294.84,85,100,1.76,PH,1627309680
Mnogovershinnyy,53.9353,139.9242,290.59,98,100,1.43,RU,1627309680
Zhigansk,66.7697,123.3711,287.99,64,44,5.25,RU,1627309681
La Santisima Trinidad,-14.8333,-64.9,301.14,69,1,4.12,BO,1627309683
Cordăreni,47.9833,26.5833,303.64,46,19,6.05,RO,1627309684
Sarrebourg,48.7333,7.05,298.49,73,72,4.72,FR,1627309684
Vejalpur,22.6833,73.5667,299.66,84,97,3.83,IN,1627309684
St. George's,12.0564,-61.7485,301.02,75,99,4.38,GD,1627309686
Hay River,60.8156,-115.7999,287.14,77,20,2.06,CA,1627309686
Taoudenni,22.6783,-3.9836,319.03,5,1,1.35,ML,1627309687
Kirkwall,58.9848,-2.9587,289.34,88,75,2.57,GB,1627309687
Taywarah,33.35,64.4167,298.15,13,10,10.02,AF,1627309688
Shingū,33.7333,135.9833,299.77,85,100,2.99,JP,1627309689
Kargil,34.5667,76.1,299.91,22,92,2.98,IN,1627309689
NEDJO,9.5046,35.5019,286.41,99,100,1.26,ET,1627309690
Nyūzen,36.9333,137.5,299.82,78,100,1.86,JP,1627309691
Vaslui,46.6333,27.7333,303.67,31,4,3.95,RO,1627309691
Andros Town,24.7,-77.7667,302.13,70,15,3.61,BS,1627309692
Lichinga,-13.3128,35.2406,290.2,51,75,6.69,MZ,1627309692
Burnie,-41.0667,145.9167,284.77,86,100,6.67,AU,1627309415
Catia La Mar,10.6038,-67.0303,304.54,74,40,1.03,VE,1627309693
Hefei,31.8639,117.2808,299.23,94,90,5.0,CN,1627309693
Otane,-39.8833,176.6333,285.59,94,81,2.31,NZ,1627309694
Kelapa Sawit,1.6698,103.5327,302.21,74,20,2.06,MY,1627309695
Morro Bay,35.3658,-120.8499,291.03,86,100,0.83,US,1627309695
Bidor,4.1139,101.2884,302.14,87,53,1.13,MY,1627309697
Ugoofaaru,5.6667,73.0,300.72,78,100,4.36,MV,1627309697
Tanete,-3.9443,119.7848,295.27,87,92,2.23,ID,1627309698
Philadelphia,39.9523,-75.1638,302.53,77,75,0.45,US,1627309538
Inhambane,-23.865,35.3833,294.14,68,75,4.12,MZ,1627309699
Collie,-33.3667,116.15,285.36,93,88,8.56,AU,1627309700
Madaoua,14.073,5.96,306.41,47,100,6.7,NE,1627309700
Batagay,67.6333,134.6333,287.52,81,55,2.0,RU,1627309701
Kiruna,67.8557,20.2251,295.66,46,20,3.09,SE,1627309701
Karbinci,41.8167,22.2375,309.78,15,13,2.57,MK,1627309701
Carroll,39.5501,-77.0164,302.7,72,1,0.45,US,1627309701
Halifax,44.6453,-63.5724,293.09,94,90,1.34,CA,1627309434
Karpogory,64.0019,44.4451,286.76,48,82,5.39,RU,1627309702
Fallon,39.4735,-118.7774,301.18,30,90,3.09,US,1627309703
Irituia,-1.7711,-47.4381,303.84,55,73,2.32,BR,1627309703
Roseland,38.4221,-122.728,292.05,87,90,0.89,US,1627309704
Balkanabat,39.5108,54.3671,309.25,41,4,6.51,TM,1627309704
Haines Junction,60.7522,-137.5108,280.12,87,94,1.03,CA,1627309706
Chifeng,42.2683,118.9636,297.65,74,100,3.47,CN,1627309707
Bambanglipuro,-7.95,110.2833,297.73,82,85,2.69,ID,1627309707
Havelock,34.8791,-76.9013,303.12,82,75,1.79,US,1627309707
Altamont,42.2068,-121.7372,291.91,78,1,1.54,US,1627309709
Ormara,25.2088,64.6357,301.14,85,87,6.66,PK,1627309709
Puerto Escondido,15.85,-97.0667,300.61,78,75,4.12,MX,1627309710
Bariloche,-41.1456,-71.3082,277.01,41,0,6.17,AR,1627309710
Ascension,30.2169,-90.9001,304.15,85,24,1.18,US,1627309711
Mali,12.079,-12.2982,294.98,74,36,1.25,GN,1627309711
Cockburn Town,21.4612,-71.1419,301.09,79,33,7.24,TC,1627309712
Kokopo,-4.352,152.2633,298.03,85,73,1.61,PG,1627309712
Kaniama,-7.5667,24.1833,301.22,18,94,2.87,CD,1627309712
Khasan,42.4308,130.6434,296.28,92,85,1.59,RU,1627309713
Turan,16.0678,108.2208,304.18,70,20,2.06,VN,1627309674
Cidreira,-30.1811,-50.2056,291.53,87,98,2.4,BR,1627309714
New Port Richey,28.2442,-82.7193,304.87,68,1,1.72,US,1627309701
Tegul'det,57.3064,88.1667,293.64,94,88,1.06,RU,1627309715
Samarai,-10.6167,150.6667,298.52,84,99,7.62,PG,1627309715
Córdoba,-31.4135,-64.1811,288.57,35,0,3.58,AR,1627309717
Port Blair,11.6667,92.75,301.32,85,100,9.17,IN,1627309718
Sol'vychegodsk,61.3305,46.9156,288.81,93,95,3.61,RU,1627309719
Nemuro,43.3236,145.575,289.57,99,100,6.67,JP,1627309719
Örnsköldsvik,63.2909,18.7153,300.05,44,65,5.14,SE,1627309721
Martaban,16.5314,97.6111,297.48,94,100,3.72,MM,1627309721
Simbahan,6.3032,120.5836,301.93,79,100,5.81,PH,1627309722
Maoming,21.65,110.9,301.41,83,62,3.3,CN,1627309723
Shubarkuduk,49.1447,56.4872,299.12,18,0,6.07,KZ,1627309723
Gannan,47.9147,123.5031,292.4,97,100,2.28,CN,1627309724
Samaná,19.2056,-69.3369,302.27,79,20,2.06,DO,1627309725
Aksha,50.2814,113.2867,286.81,92,26,1.8,RU,1627309726
Kologriv,58.8275,44.3178,294.69,50,78,4.44,RU,1627309726
Aswān,24.0934,32.907,313.66,11,7,6.01,EG,1627309726
Makeni,8.8833,-12.05,300.41,84,58,1.8,SL,1627309727
Polyarny,69.1989,33.4478,284.41,79,94,7.74,RU,1627309727
Funadhoo,6.15,73.2667,300.77,77,99,5.38,MV,1627309728
